Date,Value
2014-03-19,1602006.3927
2014-03-18,2075230.60838
2014-03-17,517959.636155
2014-03-16,462623.860954
2014-03-15,506583.719687
2014-03-14,689820.957108
2014-03-13,814550.58779
2014-03-12,1002730.26826
2014-03-11,1148465.11472
2014-03-10,1634554.23195
2014-03-09,626975.060225
2014-03-08,1754719.95562
2014-03-07,2335941.88438
2014-03-06,672160.805753
2014-03-05,695394.899393
2014-03-04,1100369.10187
2014-03-03,972398.613729
2014-03-02,539949.014988
2014-03-01,782306.57544
2014-02-28,601985.119137
2014-02-27,621739.937356
2014-02-26,686983.724601
2014-02-25,1064788.54276
2014-02-24,753715.243361
2014-02-23,403304.454826
2014-02-22,376956.444793
2014-02-21,614005.67895
2014-02-20,494954.94147
2014-02-19,457454.040907
2014-02-18,505763.654154
2014-02-17,646105.514076
2014-02-16,535099.118892
2014-02-15,963549.390918
2014-02-14,788230.069134
2014-02-13,601867.433291
2014-02-12,655177.749734
2014-02-11,760757.12995
2014-02-10,640746.229636
2014-02-09,549603.561602
2014-02-08,602439.984479
2014-02-07,848509.675988
2014-02-06,853640.946022
2014-02-05,653404.23008
2014-02-04,678275.460403
2014-02-03,528609.739818
2014-02-02,455281.812436
2014-02-01,447692.95368
2014-01-31,455912.566543
2014-01-30,545337.944101
2014-01-29,482434.929669
2014-01-28,752428.662372
2014-01-27,789929.913619
2014-01-26,349814.524642
2014-01-25,534461.289353
2014-01-24,693140.309203
2014-01-23,550964.539668
2014-01-22,494014.615475
2014-01-21,615535.644633
2014-01-20,802067.752456
2014-01-19,509881.871757
2014-01-18,358330.770077
2014-01-17,464566.520662
2014-01-16,599816.188801
2014-01-15,717169.647564
2014-01-14,646592.807824
2014-01-13,506489.697443
2014-01-12,383751.228528
2014-01-11,438326.066949
2014-01-10,613242.716522
2014-01-09,594481.550428
2014-01-08,1089862.95821
2014-01-07,866610.190861
2014-01-06,881121.208512
2014-01-05,847976.263008
2014-01-04,609284.447731
2014-01-03,963612.878254
2014-01-02,590706.947708
2014-01-01,525007.902128
2013-12-31,640497.387888
2013-12-30,811163.127112
2013-12-29,744045.318435
2013-12-28,714279.889511
2013-12-27,566821.572928
2013-12-26,553891.020457
2013-12-25,1097540.47618
2013-12-24,752936.87189
2013-12-23,801056.180241
2013-12-22,754702.353646
2013-12-21,1054795.09942
2013-12-20,1090953.04334
2013-12-19,1314311.99474
2013-12-18,2028260.30787
2013-12-17,2043815.89317
2013-12-16,1464660.9481
2013-12-15,479877.272299
2013-12-14,685149.223496
2013-12-13,1015077.7997
2013-12-12,800870.196806
2013-12-11,1116560.56977
2013-12-10,883234.451259
2013-12-09,1241954.37435
2013-12-08,1409374.73157
2013-12-07,2246474.25954
2013-12-06,1218717.23329
2013-12-05,1464895.12129
2013-12-04,1393612.32981
2013-12-03,1224061.22254
2013-12-02,1408867.7957
2013-12-01,1459358.22019
2013-11-30,1908515.75856
2013-11-29,2819146.40427
2013-11-28,3492155.69518
2013-11-27,3576079.92568
2013-11-26,3518557.60424
2013-11-25,1453068.81623
2013-11-24,1415956.72399
2013-11-23,1528167.6118
2013-11-22,2680025.27285
2013-11-21,2028461.55581
2013-11-20,1605499.28968
2013-11-19,2532380.22005
2013-11-18,1868810.00766
2013-11-17,1032920.08072
2013-11-16,1922099.30787
2013-11-15,2139315.18507
2013-11-14,1263986.95168
2013-11-13,1201973.7443
2013-11-12,1022112.68683
2013-11-11,723078.158895
2013-11-10,771057.032277
2013-11-09,1024303.73909
2013-11-08,1144910.92099
2013-11-07,1071612.8973
2013-11-06,945894.591925
2013-11-05,1218397.70979
2013-11-04,793106.557243
2013-11-03,538328.015868
2013-11-02,686361.060316
2013-11-01,686117.533172
2013-10-31,695676.657139
2013-10-30,712930.226354
2013-10-29,1671663.7104
2013-10-28,613494.073418
2013-10-27,505512.469046
2013-10-26,702233.658709
2013-10-25,2883479.39751
2013-10-24,1068753.62645
2013-10-23,1096234.37435
2013-10-22,1235490.63415
2013-10-21,979061.385123
2013-10-20,691056.481641
2013-10-19,1066912.82451
2013-10-18,880504.604239
2013-10-17,912009.374284
2013-10-16,1024516.32083
2013-10-15,822209.765628
2013-10-14,963077.954961
2013-10-13,637885.77989
2013-10-12,715254.465812
2013-10-11,870771.617504
2013-10-10,824938.138114
2013-10-09,862761.019523
2013-10-08,707716.71271
2013-10-07,595294.066475
2013-10-06,410691.014928
2013-10-05,550816.631705
2013-10-04,829560.591738
2013-10-03,1108953.94783
2013-10-02,1095329.72889
2013-10-01,1039752.25784
2013-09-30,691501.317434
2013-09-29,560375.158304
2013-09-28,592862.756836
2013-09-27,718883.773393
2013-09-26,717166.137073
2013-09-25,842440.858517
2013-09-24,1095771.97406
2013-09-23,783517.9985
2013-09-22,458740.47062
2013-09-21,522574.764806
2013-09-20,793416.423007
2013-09-19,785082.704198
2013-09-18,788617.129887
2013-09-17,672793.433465
2013-09-16,585717.368026
2013-09-15,410950.214061
2013-09-14,606148.193252
2013-09-13,734589.310499
2013-09-12,663689.950261
2013-09-11,806718.318408
2013-09-10,1092297.07519
2013-09-09,527143.176101
2013-09-08,409117.852337
2013-09-07,667774.7839
2013-09-06,838119.747745
2013-09-05,858463.127898
2013-09-04,895742.785135
2013-09-03,894041.010826
2013-09-02,748660.793428
2013-09-01,1064159.23048
2013-08-31,753757.547583
2013-08-30,727229.976175
2013-08-29,2687667.89329
2013-08-28,817469.698324
2013-08-27,895651.783455
2013-08-26,642473.937222
2013-08-25,565019.388274
2013-08-24,622248.642033
2013-08-23,828835.101168
2013-08-22,890014.517465
2013-08-21,1186924.10213
2013-08-20,955506.83403
2013-08-19,1086202.69595
2013-08-18,831928.947317
2013-08-17,983013.861818
2013-08-16,1099833.80928
2013-08-15,923708.574895
2013-08-14,1405350.26745
2013-08-13,1196357.3343
2013-08-12,731015.442241
2013-08-11,432494.389627
2013-08-10,517153.942519
2013-08-09,640799.004245
2013-08-08,785257.108572
2013-08-07,805001.560942
2013-08-06,749616.265632
2013-08-05,795629.125369
2013-08-04,501888.051747
2013-08-03,738992.073676
2013-08-02,906937.487932
2013-08-01,1103374.37768
2013-07-31,1031238.99555
2013-07-30,881026.573102
2013-07-29,801401.498917
2013-07-28,475543.786781
2013-07-27,533718.336343
2013-07-26,869402.177016
2013-07-25,777831.892904
2013-07-24,844442.524836
2013-07-23,1029842.14766
2013-07-22,866111.17252
2013-07-21,505908.066565
2013-07-20,567387.924464
2013-07-19,872196.437075
2013-07-18,965209.821065
2013-07-17,1104177.14437
2013-07-16,906868.49648
2013-07-15,605676.645716
2013-07-14,694343.801057
2013-07-13,881201.15867
2013-07-12,1134412.88772
2013-07-11,956221.102451
2013-07-10,1218489.97585
2013-07-09,1087300.05304
2013-07-08,684014.095254
2013-07-07,670229.727541
2013-07-06,845854.810616
2013-07-05,964524.838527
2013-07-04,887100.576397
2013-07-03,744097.361618
2013-07-02,858590.71967
2013-07-01,702652.262859
2013-06-30,421917.862971
2013-06-29,599896.387348
2013-06-28,582637.004606
2013-06-27,595242.990964
2013-06-26,647186.410645
2013-06-25,729778.864356
2013-06-24,519400.881322
2013-06-23,363194.718085
2013-06-22,453784.512603
2013-06-21,808002.230281
2013-06-20,664640.982155
2013-06-19,639946.24255
2013-06-18,600799.737558
2013-06-17,557268.802313
2013-06-16,458689.591168
2013-06-15,509157.724804
2013-06-14,741296.841692
2013-06-13,533607.001973
2013-06-12,600093.883646
2013-06-11,569521.547653
2013-06-10,491518.550798
2013-06-09,642064.629145
2013-06-08,428601.405288
2013-06-07,716027.769499
2013-06-06,762431.292358
2013-06-05,674394.727126
2013-06-04,730847.337379
2013-06-03,643729.254666
2013-06-02,437429.079839
2013-06-01,499558.632543
2013-05-31,738730.71909
2013-05-30,630011.588855
2013-05-29,771923.007658
2013-05-28,790756.391391
2013-05-27,504337.019136
2013-05-26,391310.153811
2013-05-25,865063.361449
2013-05-24,733232.760889
2013-05-23,669637.355513
2013-05-22,761102.617926
2013-05-21,669674.33826
2013-05-20,469681.090151
2013-05-19,465511.572902
2013-05-18,890106.519811
2013-05-17,751659.735726
2013-05-16,708868.277621
2013-05-15,825250.573498
2013-05-14,778189.97234
2013-05-13,995953.369658
2013-05-12,613817.456838
2013-05-11,706784.944378
2013-05-10,914238.402404
2013-05-09,693721.255125
2013-05-08,806731.721056
2013-05-07,1023330.9609
2013-05-06,794309.095708
2013-05-05,613475.062548
2013-05-04,552714.557405
2013-05-03,912306.813074
2013-05-02,1127675.26753
