Date,24h Average,Ask,Bid,Last,Total Volume
2014-10-21,385.71,386.32,385.82,386.04,31496.1
2014-10-20,383.8,383.91,382.94,383.93,37286.11
2014-10-19,390.38,388.73,388.42,388.46,12094.54
2014-10-18,381.9,390.52,390.03,390.39,28386.78
2014-10-16,388.38,380.0,379.81,379.84,62823.51
2014-10-15,394.8,392.74,392.65,392.65,61188.56
2014-10-14,401.38,405.49,405.23,405.45,92414.78
2014-10-13,377.64,398.31,397.87,398.2,77131.99
2014-10-12,363.03,376.16,375.6,375.92,41133.14
2014-10-11,360.25,363.25,362.62,363.16,33937.23
2014-10-10,362.67,358.8,358.14,358.65,67277.81
2014-10-09,362.18,356.5,356.13,356.33,126824.42
2014-10-08,337.28,352.17,351.94,349.8,80086.32
2014-10-07,329.19,329.68,329.29,329.75,77025.38
2014-10-06,322.44,334.55,334.04,334.17,164336.03
2014-10-05,318.06,302.12,300.96,301.66,158741.66
2014-10-04,348.92,329.39,329.23,329.89,84096.15
2014-10-03,370.65,356.5,355.89,356.05,51542.03
2014-10-02,381.77,373.94,373.47,374.05,27774.5
2014-10-01,384.14,385.01,383.65,384.6,27981.91
2014-09-30,379.44,388.64,388.1,385.03,37914.27
2014-09-29,393.52,376.32,374.36,376.53,24116.1
2014-09-27,405.74,402.92,402.7,403.22,10568.42
2014-09-26,407.6,407.28,406.3,407.05,19322.27
2014-09-25,414.79,413.77,412.6,413.8,24259.4
2014-09-24,427.4,424.19,423.21,423.52,24430.35
2014-09-23,407.4,437.62,435.38,437.08,44735.14
2014-09-22,401.21,404.3,403.91,403.46,24600.17
2014-09-21,401.61,394.56,393.76,394.79,22888.59
2014-09-20,409.52,408.02,407.91,408.04,34540.11
2014-09-19,408.67,396.48,395.85,397.28,46326.04
2014-09-18,441.78,425.92,425.11,426.21,38770.68
2014-09-17,461.38,449.32,448.43,449.15,21294.02
2014-09-16,473.44,467.28,465.98,467.34,12807.24
2014-09-15,477.79,478.56,478.05,478.51,16686.49
2014-09-14,479.74,478.32,477.79,478.58,10869.22
2014-09-13,478.89,481.45,480.5,480.8,19469.8
2014-09-12,477.54,477.06,476.2,477.03,15328.71
2014-09-11,479.0,479.44,478.88,479.35,19476.71
2014-09-10,471.48,477.13,476.43,476.61,26165.81
2014-09-08,474.11,472.19,471.87,472.37,39983.98
2014-09-07,487.87,484.84,484.41,484.87,7475.08
2014-09-06,487.5,488.73,487.87,487.77,10164.51
2014-09-05,488.35,484.89,483.8,485.13,15243.33
2014-09-04,485.87,492.06,490.98,490.99,28092.05
2014-09-03,482.6,483.94,482.78,483.28,8647.77
2014-09-02,478.81,480.11,479.94,480.16,24825.36
2014-09-01,479.95,482.02,480.61,481.58,21520.37
2014-08-31,491.16,480.63,480.23,481.0,72254.08
2014-08-30,505.44,501.33,500.69,501.37,11404.63
2014-08-29,508.73,509.15,508.64,508.65,16826.56
2014-08-28,512.33,507.82,507.27,508.0,19030.17
2014-08-27,515.9,515.46,514.48,514.41,20552.4
2014-08-26,508.63,510.03,509.38,509.46,23554.3
2014-08-25,504.92,504.2,503.62,505.31,19354.83
2014-08-24,504.48,511.41,510.04,510.94,17970.2
2014-08-23,507.06,499.6,498.62,499.98,23945.38
2014-08-22,514.54,517.78,517.02,517.73,38928.49
2014-08-21,520.26,523.42,522.61,521.42,45465.93
2014-08-20,487.27,509.55,509.36,508.77,43439.47
2014-08-19,471.39,480.48,479.49,479.85,38426.74
2014-08-18,475.66,452.86,451.68,453.27,68323.44
2014-08-17,506.6,489.89,489.55,490.67,21062.18
2014-08-16,500.43,518.8,517.48,518.37,23053.95
2014-08-15,506.9,497.05,496.47,497.51,32318.34
2014-08-14,520.16,505.66,505.15,506.4,54483.97
2014-08-13,554.48,543.69,542.82,544.83,32388.31
2014-08-12,571.95,569.47,568.83,569.54,14894.58
2014-08-11,586.69,575.63,574.6,575.31,14133.37
2014-08-10,591.23,590.37,589.29,590.14,4456.42
2014-08-09,590.21,590.1,589.42,590.64,5831.66
2014-08-08,592.38,593.99,592.94,593.8,8387.43
2014-08-07,586.23,590.32,589.67,588.76,12024.46
2014-08-06,587.2,585.53,584.93,585.89,8909.07
2014-08-04,586.85,588.03,587.65,587.91,7460.06
2014-08-02,592.0,594.71,593.77,592.3,16097.09
2014-07-31,572.32,586.51,585.27,585.73,22418.06
2014-07-30,579.46,563.65,562.36,565.12,13698.84
2014-07-29,584.63,585.57,584.45,586.22,9353.81
2014-07-28,583.18,586.49,585.62,586.9,20330.17
2014-07-27,595.55,594.8,594.13,594.77,5843.82
2014-07-26,597.6,595.89,595.62,596.46,9102.94
2014-07-25,601.3,601.56,600.59,601.79,9607.14
2014-07-24,611.12,598.78,598.4,600.07,19769.88
2014-07-23,622.7,620.68,619.66,619.72,9990.84
2014-07-22,623.47,622.11,620.91,622.78,9069.16
2014-07-21,621.58,622.23,621.12,622.33,11683.66
2014-07-20,628.38,624.34,622.84,625.07,5659.38
2014-07-19,628.67,631.04,629.86,631.27,6944.6
2014-07-18,627.85,628.79,627.71,628.01,12837.8
2014-07-17,619.67,624.79,624.16,623.2,16535.62
2014-07-16,620.75,617.57,616.92,617.34,12954.49
2014-07-15,624.03,623.75,622.19,622.57,10681.79
2014-07-14,623.86,622.44,621.47,622.1,11172.81
2014-07-13,631.93,629.51,628.56,629.14,9270.69
2014-07-12,633.74,634.47,634.27,634.84,11061.83
2014-07-11,623.06,632.86,631.39,632.87,14109.01
2014-07-10,620.52,618.46,617.15,618.24,15881.03
2014-07-09,625.92,626.36,625.57,625.98,9182.95
2014-07-08,624.1,627.18,625.79,626.62,9236.66
2014-07-07,629.41,622.83,621.41,622.62,17781.89
2014-07-06,634.6,634.14,633.21,633.68,9548.11
2014-07-05,630.65,629.25,628.02,628.8,8405.03
2014-07-04,639.31,630.65,628.69,630.09,19834.83
2014-07-03,645.99,641.89,640.51,641.74,16063.34
2014-07-02,646.26,648.06,647.07,647.44,23584.86
2014-07-01,649.27,648.09,646.45,648.11,39215.96
2014-06-30,617.13,639.73,638.31,639.1,53279.49
2014-06-29,596.05,595.67,594.84,595.3,7059.13
2014-06-28,597.36,599.23,597.22,599.28,19482.74
2014-06-27,583.63,584.87,583.75,582.74,22401.77
2014-06-26,571.09,574.71,573.79,574.0,18094.51
2014-06-25,572.8,565.11,563.94,563.92,29639.09
2014-06-24,591.72,588.56,587.73,587.86,13682.55
2014-06-23,593.12,591.1,589.2,590.25,16587.66
2014-06-22,600.69,600.55,599.3,600.6,13588.58
2014-06-21,593.09,594.93,593.36,593.94,11649.77
2014-06-20,594.26,594.74,592.84,593.73,25992.73
2014-06-19,606.64,598.09,597.23,597.87,17046.04
2014-06-18,609.5,607.22,606.67,607.06,24293.0
2014-06-17,597.98,609.78,608.36,610.21,21724.16
2014-06-16,595.47,597.14,596.1,596.15,44106.91
2014-06-15,565.11,573.2,570.63,571.12,28182.63
2014-06-14,579.32,564.0,561.96,563.92,50821.8
2014-06-13,596.95,597.07,594.86,596.9,74246.61
2014-06-12,628.19,590.35,588.03,588.68,49499.69
2014-06-11,646.77,631.16,629.53,629.54,26447.09
2014-06-10,652.74,652.96,651.74,652.33,20280.92
2014-06-09,650.61,647.2,645.85,647.78,21265.3
2014-06-08,656.03,655.72,655.11,655.78,9171.53
2014-06-07,652.69,655.8,654.7,654.44,18518.36
2014-06-06,656.6,654.13,653.35,653.7,19596.89
2014-06-05,650.5,660.4,657.99,660.28,31303.66
2014-06-04,643.51,643.76,642.87,644.15,44000.64
2014-06-01,641.14,644.74,642.1,643.12,52941.8
2014-05-31,615.78,619.94,617.78,618.16,17554.65
2014-05-30,595.52,621.51,620.22,620.08,36536.78
2014-05-29,568.37,569.05,567.75,568.01,25857.58
2014-05-28,571.79,571.31,569.66,570.33,25077.11
2014-05-27,574.33,575.03,574.48,574.9,52429.3
2014-05-26,578.68,581.31,580.06,580.65,41675.68
2014-05-25,555.87,568.75,567.41,567.09,67112.16
2014-05-24,520.29,523.99,522.77,523.26,17899.12
2014-05-23,527.62,525.78,524.33,524.57,53566.37
2014-05-22,505.79,523.6,522.17,522.51,46622.91
2014-05-21,490.77,491.75,490.58,491.04,24152.08
2014-05-20,461.12,484.12,482.57,482.65,68580.21
2014-05-19,444.39,445.27,444.7,444.5,10817.9
2014-05-18,445.52,444.93,444.32,444.55,4559.27
2014-05-17,448.18,446.9,445.89,447.12,4603.01
2014-05-16,447.03,448.47,447.33,447.88,9865.7
2014-05-15,446.67,447.28,446.27,446.88,13519.91
2014-05-14,443.19,447.09,446.74,446.3,15042.94
2014-05-13,439.4,439.92,438.84,440.2,13440.57
2014-05-12,438.62,441.46,440.45,440.33,12699.49
2014-05-11,446.17,437.35,436.82,437.76,26384.69
2014-05-10,450.9,453.3,452.65,453.32,8854.27
2014-05-08,442.04,440.41,439.09,439.76,17584.12
2014-05-07,434.86,443.57,442.95,443.09,32923.35
2014-05-06,429.04,429.55,427.92,428.47,22979.45
2014-05-05,432.45,431.81,431.32,432.37,19664.01
2014-05-04,434.79,435.49,434.57,435.17,10398.82
2014-05-03,441.96,438.62,437.8,438.59,20035.97
2014-05-02,449.92,447.6,446.66,447.93,17763.22
2014-05-01,453.18,458.32,456.47,457.12,23841.5
2014-04-30,445.32,448.05,446.85,447.41,25256.94
2014-04-29,443.7,445.35,444.56,444.38,30219.54
2014-04-28,436.1,445.44,444.31,445.36,44436.61
2014-04-27,453.46,444.4,443.65,443.92,18120.15
2014-04-26,456.6,458.05,457.05,457.44,21931.97
2014-04-25,466.8,461.32,460.35,460.89,82647.18
2014-04-24,488.78,496.1,495.23,495.11,16728.18
2014-04-23,488.63,490.45,489.71,490.54,15586.34
2014-04-22,493.34,487.68,485.91,487.74,19330.23
2014-04-21,499.55,494.27,493.52,494.48,23640.75
2014-04-20,501.7,495.93,494.22,495.12,16730.35
2014-04-19,491.08,502.5,501.56,502.11,30558.57
2014-04-18,485.42,,,,32004.42
2014-04-17,504.83,502.44,501.63,502.89,57953.96
2014-04-16,515.49,534.38,532.78,533.07,88542.05
2014-04-15,486.85,494.04,492.92,492.36,81578.85
2014-04-14,445.59,,,,94188.12
2014-04-13,415.41,,,,47557.75
2014-04-12,424.79,,,,39776.88
2014-04-11,403.02,,,,131367.54
2014-04-10,408.25,,,,135210.85
2014-04-09,449.19,,,,23264.93
2014-04-08,452.2,,,,18278.9
2014-04-07,454.27,,,,28821.66
2014-04-06,460.59,,,,16659.23
2014-04-05,453.05,,,,22202.22
2014-04-04,444.67,,,,39286.65
2014-04-03,434.93,,,,74799.24
2014-04-02,467.04,,,,97003.55
2014-04-01,476.87,,,,63306.79
2014-03-31,458.09,,,,59826.55
2014-03-30,471.09,,,,80698.83
2014-03-29,500.07,,,,16356.33
2014-03-28,503.01,,,,91621.98
2014-03-27,543.82,,,,109159.77
2014-03-26,581.52,,,,22495.02
2014-03-25,578.68,,,,18790.04
2014-03-24,564.73,,,,30156.82
2014-03-23,565.22,,,,13391.03
2014-03-22,564.65,,,,24897.92
2014-03-21,583.54,,,,52998.17
2014-03-20,589.44,,,,28301.72
2014-03-19,611.73,,,,16447.26
2014-03-18,615.01,,,,31447.73
2014-03-17,623.53,,,,17963.53
2014-03-16,631.25,,,,8366.2
2014-03-15,636.21,,,,6803.49
2014-03-14,628.58,,,,18946.23
2014-03-13,637.79,,,,18036.5
2014-03-12,632.34,,,,29628.12
2014-03-11,633.59,,,,18562.57
2014-03-10,627.14,,,,32750.42
2014-03-09,639.43,,,,24236.44
2014-03-08,619.6,,,,30236.41
2014-03-07,629.34,,,,54257.53
2014-03-06,662.57,,,,24348.76
2014-03-05,665.21,,,,33744.66
2014-03-04,668.28,,,,82883.68
2014-03-03,664.47,,,,143857.44
2014-03-02,555.06,,,,14204.37
2014-03-01,566.61,,,,32891.13
2014-02-28,550.46,,,,51151.03
2014-02-27,581.38,,,,44204.55
2014-02-26,584.61,,,,110551.05
2014-02-25,534.45,,,,237300.42
2014-02-24,547.09,,,,106498.99
2014-02-23,608.41,,,,52166.54
2014-02-22,599.38,,,,51923.57
2014-02-21,572.19,,,,82281.2
2014-02-20,561.11,,,,84532.03
2014-02-19,622.97,,,,22216.79
2014-02-18,624.72,,,,32018.5
2014-02-17,626.5,,,,50938.53
2014-02-16,616.21,,,,65059.82
2014-02-15,651.9,,,,40860.73
2014-02-14,662.32,,,,154492.4
2014-02-13,612.75,,,,64193.68
2014-02-12,654.43,,,,38785.54
2014-02-11,666.46,,,,107912.78
2014-02-10,676.76,,,,166214.54
2014-02-09,682.23,,,,57449.77
2014-02-08,670.33,,,,55535.44
2014-02-07,717.83,,,,161328.03
2014-02-06,780.31,,,,63977.3
2014-02-05,819.26,,,,27792.53
2014-02-04,827.99,,,,20056.54
2014-02-03,823.46,,,,16957.35
2014-02-02,825.2,,,,13672.78
2014-02-01,835.89,,,,23624.54
2014-01-31,828.59,,,,20596.43
2014-01-30,817.87,,,,36533.65
2014-01-29,826.39,,,,21468.23
2014-01-28,816.7,,,,55294.71
2014-01-27,766.78,,,,64094.28
2014-01-26,883.38,,,,36357.04
2014-01-25,851.38,,,,29263.69
2014-01-24,797.71,,,,43853.92
2014-01-23,822.17,,,,18944.62
2014-01-22,845.83,,,,21868.39
2014-01-21,867.11,,,,21412.07
2014-01-20,875.4,,,,31563.81
2014-01-19,861.84,,,,28215.05
2014-01-18,839.19,,,,21406.37
2014-01-17,813.31,,,,47884.43
2014-01-16,838.21,,,,23002.56
2014-01-15,862.07,,,,32649.46
2014-01-14,835.78,,,,24985.16
2014-01-13,844.98,,,,54144.11
2014-01-12,834.12,,,,44586.99
2014-01-11,865.96,,,,39706.11
2014-01-10,912.61,,,,54529.02
2014-01-09,837.04,,,,62614.05
2014-01-08,839.62,,,,53781.12
2014-01-07,859.49,,,,128116.85
2014-01-06,921.75,,,,75467.1
2014-01-05,985.68,,,,96038.26
2014-01-04,867.79,,,,48393.86
2014-01-03,821.99,,,,36000.73
2014-01-02,822.89,,,,61518.38
2014-01-01,772.53,,,,19297.95
2013-12-31,764.27,,,,36325.63
2013-12-30,748.49,,,,26426.36
2013-12-29,750.57,,,,30801.12
2013-12-28,722.38,,,,37859.22
2013-12-27,734.4,,,,49976.62
2013-12-26,752.38,,,,84710.63
2013-12-25,719.59,,,,41444.95
2013-12-24,672.89,,,,33220.44
2013-12-23,666.12,,,,44987.34
2013-12-22,640.85,,,,46897.3
2013-12-21,655.24,,,,66668.62
2013-12-20,618.86,,,,112141.93
2013-12-19,700.52,,,,159920.18
2013-12-18,613.76,,,,301117.78
2013-12-17,510.37,,,,235283.75
2013-12-16,706.34,,,,244756.57
2013-12-15,839.93,,,,39443.16
2013-12-14,836.09,,,,39810.82
2013-12-13,877.83,,,,41211.04
2013-12-12,930.74,,,,49790.52
2013-12-11,872.32,,,,72343.9
2013-12-10,937.26,,,,78426.99
2013-12-09,921.97,,,,70705.81
2013-12-08,897.01,,,,124223.05
2013-12-07,773.43,,,,178798.02
2013-12-06,654.74,,,,303160.89
2013-12-05,1022.37,,,,160181.89
2013-12-04,999.66,,,,101170.67
2013-12-03,1099.04,,,,45625.03
2013-12-02,1047.96,,,,80979.68
2013-12-01,1019.95,,,,199731.84
2013-11-30,1075.16,,,,72943.81
2013-11-29,1132.26,,,,72867.05
2013-11-28,1072.83,,,,124035.72
2013-11-27,978.51,,,,109643.99
2013-11-26,913.95,,,,100421.91
2013-11-25,833.38,,,,84248.95
2013-11-24,793.33,,,,53279.88
2013-11-23,744.89,,,,87719.58
2013-11-22,825.75,,,,88121.34
2013-11-21,707.05,,,,114468.26
2013-11-20,641.23,,,,173925.71
2013-11-19,494.68,,,,247274.82
2013-11-18,685.75,,,,256530.82
2013-11-17,548.26,,,,135794.76
2013-11-16,469.78,,,,61575.13
2013-11-15,431.69,,,,93530.82
2013-11-14,420.77,,,,67524.83
2013-11-13,416.68,,,,127250.03
2013-11-12,370.9,,,,69252.37
2013-11-11,354.66,,,,65959.83
2013-11-10,331.3,,,,112161.91
2013-11-09,325.83,,,,192155.86
2013-11-08,346.52,,,,138789.22
2013-11-07,312.74,,,,155413.28
2013-11-06,287.71,,,,147248.8
2013-11-05,255.44,,,,147146.68
2013-11-04,230.78,,,,80070.86
2013-11-03,215.62,,,,41493.4
2013-11-02,205.83,,,,13422.34
2013-11-01,206.72,,,,15064.62
2013-10-31,203.94,,,,23644.71
2013-10-30,200.79,,,,41369.6
2013-10-29,202.44,,,,42501.5
2013-10-28,200.07,,,,28493.26
2013-10-26,193.52,,,,35146.36
2013-10-25,176.29,,,,57916.09
2013-10-24,181.1,,,,109426.17
2013-10-23,194.62,,,,193890.28
2013-10-22,209.45,,,,84204.17
2013-10-21,191.33,,,,92232.28
2013-10-20,182.4,,,,68448.07
2013-10-19,172.73,,,,23938.37
2013-10-18,168.86,,,,114807.53
2013-10-17,155.01,,,,74351.37
2013-10-16,145.91,,,,62348.49
2013-10-15,143.64,,,,103192.23
2013-10-14,144.47,,,,42628.21
2013-10-13,139.51,,,,74916.35
2013-10-12,137.08,,,,29829.71
2013-10-11,135.12,,,,20943.53
2013-10-10,130.38,,,,22165.88
2013-10-09,129.9,,,,34144.61
2013-10-08,130.99,,,,44948.46
2013-10-07,125.91,,,,28096.35
2013-10-06,128.11,,,,18644.37
2013-10-05,128.49,,,,10040.79
2013-10-04,128.55,,,,10802.91
2013-10-03,129.35,,,,39464.33
2013-10-02,120.06,,,,226914.21
2013-10-01,133.03,,,,22718.9
2013-09-30,133.89,,,,28514.51
2013-09-29,134.09,,,,22006.41
2013-09-28,138.57,,,,26714.24
2013-09-27,133.32,,,,33382.66
2013-09-26,131.45,,,,34038.96
2013-09-25,128.75,,,,16530.79
2013-09-24,128.18,,,,27631.77
2013-09-23,126.31,,,,17558.1
2013-09-22,128.06,,,,10628.17
2013-09-21,128.55,,,,11417.9
2013-09-20,128.24,,,,22850.23
2013-09-19,128.62,,,,41562.83
2013-09-18,131.21,,,,26711.27
2013-09-16,132.08,,,,22774.02
2013-09-15,131.33,,,,22227.68
2013-09-14,130.53,,,,16089.19
2013-09-13,129.14,,,,20949.7
2013-09-12,135.52,,,,38311.19
2013-09-11,134.53,,,,50670.6
2013-09-10,130.69,,,,53157.14
2013-09-09,126.94,,,,25354.35
2013-09-08,126.59,,,,57222.03
2013-09-07,120.75,,,,14262.01
2013-09-06,124.22,,,,33377.3
2013-09-05,120.35,,,,44792.71
2013-09-04,129.29,,,,85410.78
2013-09-03,134.05,,,,19437.14
2013-09-02,136.42,,,,22802.17
2013-09-01,137.57,,,,24668.12
2013-08-31,136.3,,,,55761.55
2013-08-30,131.48,,,,67461.78
2013-08-29,122.43,,,,18865.07
2013-08-28,123.32,,,,24815.3
2013-08-27,124.04,,,,77800.87
2013-08-26,115.53,,,,23949.59
2013-08-25,114.69,,,,19954.85
2013-08-24,114.52,,,,14653.33
2013-08-23,114.32,,,,31221.96
2013-08-22,115.7,,,,28463.42
2013-08-21,115.2,,,,59210.74
2013-08-20,114.14,,,,37158.65
2013-08-19,112.91,,,,76343.18
2013-08-18,109.05,,,,13373.43
2013-08-17,107.16,,,,19071.91
2013-08-16,103.99,,,,23846.62
2013-08-15,105.28,,,,26917.83
2013-08-14,108.21,,,,72480.15
2013-08-13,102.21,,,,33031.0
2013-08-12,102.04,,,,29121.04
2013-08-11,100.37,,,,12519.09
2013-08-10,96.99,,,,8911.43
2013-08-09,97.51,,,,25121.11
2013-08-08,99.23,,,,43338.62
2013-08-07,100.82,,,,16721.42
2013-08-06,102.11,,,,24455.34
2013-08-05,101.91,,,,28471.36
2013-08-04,100.79,,,,10879.3
2013-08-03,100.24,,,,14569.03
2013-08-02,101.33,,,,46419.57
2013-08-01,101.46,,,,25061.31
2013-07-31,104.48,,,,69414.88
2013-07-30,100.15,,,,42966.3
2013-07-29,97.5,,,,38700.33
2013-07-28,96.84,,,,52991.77
2013-07-27,92.72,,,,20458.46
2013-07-26,93.13,,,,20568.6
2013-07-25,93.4,,,,35790.24
2013-07-24,91.07,,,,25687.95
2013-07-23,90.9,,,,40822.92
2013-07-22,88.33,,,,18288.74
2013-07-21,87.78,,,,13105.41
2013-07-20,89.09,,,,15263.38
2013-07-19,89.65,,,,38600.97
2013-07-18,88.31,,,,87345.71
2013-07-17,95.32,,,,27262.3
2013-07-16,95.2,,,,28743.7
2013-07-15,96.51,,,,52064.24
2013-07-14,93.97,,,,19616.22
2013-07-13,91.8,,,,46105.44
2013-07-12,95.07,,,,147428.21
2013-07-11,86.41,,,,59484.18
2013-07-10,81.09,,,,96022.46
2013-07-09,74.49,,,,54473.51
2013-07-08,76.0,,,,86388.61
2013-07-07,70.26,,,,54933.2
2013-07-06,69.05,,,,65519.42
2013-07-05,70.82,,,,140692.07
2013-07-04,77.9,,,,98695.33
2013-07-03,82.75,,,,103433.7
2013-07-02,88.13,,,,45900.65
2013-07-01,89.03,,,,85698.58
2013-06-30,94.26,,,,13506.33
2013-06-29,95.08,,,,33063.51
2013-06-28,95.06,,,,72398.29
2013-06-27,100.59,,,,21456.73
2013-06-26,102.27,,,,19089.91
2013-06-25,103.65,,,,103866.38
2013-06-24,101.35,,,,45260.96
2013-06-23,104.93,,,,17227.4
2013-06-22,105.02,,,,15586.35
2013-06-21,108.13,,,,56816.04
2013-06-20,110.04,,,,56288.06
2013-06-19,106.95,,,,27099.22
2013-06-18,106.87,,,,78856.12
2013-06-17,100.72,,,,21984.87
2013-06-16,99.92,,,,13401.97
2013-06-15,100.38,,,,29365.04
2013-06-14,100.54,,,,51765.6
2013-06-13,105.08,,,,43700.99
2013-06-12,108.85,,,,29365.16
2013-06-11,106.83,,,,24965.08
2013-06-10,104.68,,,,85067.77
2013-06-09,98.0,,,,196833.56
2013-06-08,109.07,,,,27044.26
2013-06-07,112.35,,,,92399.83
2013-06-06,119.73,,,,28975.87
2013-06-05,121.11,,,,24405.15
2013-06-04,120.9,,,,33315.41
2013-06-03,119.12,,,,42772.89
2013-06-02,121.94,,,,123928.63
2013-06-01,128.1,,,,11267.32
2013-05-31,127.95,,,,24090.49
2013-05-30,129.11,,,,37663.43
2013-05-29,129.37,,,,32147.57
2013-05-28,127.18,,,,32154.11
2013-05-27,128.94,,,,59002.65
2013-05-26,132.96,,,,30120.69
2013-05-25,129.9,,,,25080.39
2013-05-24,128.8,,,,68705.96
2013-05-23,123.55,,,,35215.72
2013-05-22,120.96,,,,29564.88
2013-05-21,120.06,,,,20873.61
2013-05-20,120.47,,,,24287.85
2013-05-19,120.08,,,,28457.9
2013-05-18,121.96,,,,29456.47
2013-05-17,119.9,,,,97045.1
2013-05-16,114.23,,,,56914.72
2013-05-15,109.6,,,,141461.11
2013-05-14,114.33,,,,107436.99
2013-05-13,116.34,,,,34113.79
2013-05-12,114.25,,,,26969.05
2013-05-11,115.24,,,,35699.94
2013-05-10,117.3,,,,96380.03
2013-05-09,111.15,,,,37593.99
2013-05-08,112.94,,,,77523.07
2013-05-07,106.63,,,,171517.12
2013-05-06,117.03,,,,183629.07
2013-05-05,113.48,,,,102653.46
2013-05-04,106.64,,,,170565.04
2013-05-03,91.35,,,,306215.37
2013-05-02,106.65,,,,287744.21
2013-05-01,120.87,,,,225293.59
2013-04-30,138.98,,,,82894.47
2013-04-29,141.03,,,,91371.08
2013-04-28,132.3,,,,37734.27
2013-04-27,130.5,,,,75215.8
2013-04-26,131.75,,,,156197.3
2013-04-25,142.61,,,,225732.0
2013-04-24,150.41,,,,275135.75
2013-04-23,132.85,,,,143728.1
2013-04-22,121.95,,,,74864.49
2013-04-21,119.29,,,,136283.87
2013-04-20,122.9,,,,91508.55
2013-04-19,118.46,,,,315048.39
2013-04-18,96.78,,,,208772.7
2013-04-17,84.85,,,,396386.46
2013-04-16,65.39,,,,668549.18
2013-04-15,86.91,,,,286922.12
2013-04-14,97.19,,,,187043.01
2013-04-13,108.55,,,,287902.09
2013-04-12,84.59,,,,659349.51
2013-04-11,131.95,,,,218886.18
2013-04-10,181.66,,,,257543.79
2013-04-09,213.72,,,,127331.55
2013-04-08,180.39,,,,139433.88
2013-04-07,152.79,,,,76530.37
2013-04-06,140.64,,,,27491.06
2013-04-05,138.43,,,,83915.14
2013-04-04,131.07,,,,102388.61
2013-04-03,127.86,,,,186715.45
2013-04-02,107.26,,,,98947.44
2013-04-01,99.53,,,,106952.72
2013-03-31,92.59,,,,24755.36
2013-03-30,91.55,,,,41577.77
2013-03-29,88.81,,,,92719.81
2013-03-28,87.49,,,,160136.7
2013-03-27,84.86,,,,83382.56
2013-03-26,77.23,,,,67194.66
2013-03-25,74.02,,,,91673.15
2013-03-24,68.62,,,,48755.53
2013-03-23,62.5,,,,168065.43
2013-03-22,70.45,,,,83401.32
2013-03-21,68.89,,,,111903.98
2013-03-20,61.85,,,,105618.69
2013-03-19,55.13,,,,129661.05
2013-03-18,48.63,,,,77088.62
2013-03-17,46.85,,,,17862.61
2013-03-16,46.52,,,,19493.93
2013-03-15,46.68,,,,23820.41
2013-03-14,47.08,,,,43657.33
2013-03-13,46.16,,,,57816.08
2013-03-12,43.65,,,,201142.18
2013-03-11,47.41,,,,48474.26
2013-03-10,46.69,,,,40086.8
2013-03-09,45.28,,,,50008.93
2013-03-08,43.08,,,,52731.55
2013-03-07,40.87,,,,178461.07
2013-03-06,45.18,,,,141609.11
2013-03-05,39.28,,,,95428.74
2013-03-04,35.29,,,,57204.62
2013-03-03,34.01,,,,14788.04
2013-03-02,33.86,,,,39788.04
2013-03-01,34.19,,,,45365.71
2013-02-28,32.67,,,,138125.89
2013-02-27,31.08,,,,37887.46
2013-02-26,30.95,,,,49485.72
2013-02-25,30.04,,,,29653.38
2013-02-24,29.75,,,,26618.85
2013-02-23,28.97,,,,80200.86
2013-02-22,30.44,,,,76379.26
2013-02-21,29.68,,,,40153.53
2013-02-20,29.47,,,,42609.44
2013-02-19,28.18,,,,112747.46
2013-02-18,26.73,,,,34429.7
2013-02-17,26.38,,,,87142.75
2013-02-16,27.07,,,,24540.34
2013-02-15,26.95,,,,58499.74
2013-02-14,25.41,,,,162321.04
2013-02-13,25.47,,,,97711.36
2013-02-12,25.06,,,,86860.84
2013-02-11,24.04,,,,35954.71
2013-02-10,23.41,,,,60795.35
2013-02-09,23.19,,,,42377.2
2013-02-08,22.4,,,,53216.59
2013-02-07,21.55,,,,73905.38
2013-02-06,21.04,,,,59688.86
2013-02-05,20.53,,,,33855.04
2013-02-04,20.41,,,,58735.06
2013-02-03,20.22,,,,39662.34
2013-02-02,19.48,,,,88436.87
2013-02-01,20.7,,,,56241.42
2013-01-31,20.53,,,,110063.46
2013-01-30,19.43,,,,50809.65
2013-01-29,19.14,,,,98623.96
2013-01-28,18.29,,,,66002.95
2013-01-27,17.57,,,,30029.41
2013-01-26,17.13,,,,39107.78
2013-01-25,16.69,,,,89204.88
2013-01-24,17.77,,,,196388.19
2013-01-23,17.2,,,,58029.56
2013-01-22,17.13,,,,68353.86
2013-01-21,16.35,,,,75081.41
2013-01-20,15.67,,,,30272.25
2013-01-19,15.45,,,,37437.3
2013-01-18,15.64,,,,65803.2
2013-01-17,15.14,,,,73812.04
2013-01-16,14.49,,,,53760.72
2013-01-15,14.19,,,,58576.77
2013-01-14,14.19,,,,28206.93
2013-01-13,14.09,,,,41193.78
2013-01-12,14.15,,,,30051.71
2013-01-11,14.1,,,,44371.21
2013-01-10,14.02,,,,60055.16
2013-01-09,13.69,,,,35185.69
2013-01-08,13.66,,,,52160.01
2013-01-07,13.44,,,,32428.79
2013-01-06,13.42,,,,14226.85
2013-01-05,13.38,,,,27169.79
2013-01-04,13.38,,,,34171.37
2013-01-03,13.32,,,,22633.92
2013-01-02,13.29,,,,20312.5
2013-01-01,13.31,,,,31853.98
2012-12-31,13.44,,,,17896.89
